Job Title,Experience,location,Work Type,Company Size,Qualifications,salary_avg,exp_category
urban planner,1 to 10 Years,Nur-Sultan,Temporary,Medium,BBA,67500.0,Junior (1-2 yrs)
technical writer,4 to 10 Years,Sucre (de jure),Contract,Enterprise,B.Com,95000.0,Mid (3-5 yrs)
brand ambassador,4 to 9 Years,Quito,Intern,Small,BCA,78500.0,Mid (3-5 yrs)
quality assurance analyst,5 to 13 Years,Ljubljana,Full-Time,Small,B.Com,91500.0,Mid (3-5 yrs)
network engineer,0 to 8 Years,Willemstad,Full-Time,Large,B.Tech,77000.0,Fresher (0 yrs)
paralegal,3 to 9 Years,Castries,Full-Time,Medium,MBA,78500.0,Mid (3-5 yrs)
qa analyst,5 to 15 Years,Tashkent,Contract,Medium,B.Com,88500.0,Mid (3-5 yrs)
content writer,2 to 15 Years,Muscat,Part-Time,Medium,BCA,77000.0,Junior (1-2 yrs)
aerospace engineer,2 to 14 Years,Bishkek,Contract,Large,MCA,78000.0,Junior (1-2 yrs)
art director,5 to 12 Years,Juba,Intern,Large,BBA,82500.0,Mid (3-5 yrs)
event coordinator,5 to 14 Years,Addis Ababa,Temporary,Medium,BA,73500.0,Mid (3-5 yrs)
digital marketing specialist,5 to 14 Years,Port-au-Prince,Temporary,Small,PhD,86500.0,Mid (3-5 yrs)
marketing analyst,1 to 12 Years,Mogadishu,Contract,Medium,M.Tech,94500.0,Junior (1-2 yrs)
civil engineer,0 to 13 Years,Nicosia,Intern,Small,PhD,90000.0,Fresher (0 yrs)
teacher,2 to 11 Years,Beirut,Full-Time,Large,MBA,84000.0,Junior (1-2 yrs)
systems analyst,0 to 8 Years,Athens,Full-Time,Large,M.Tech,80000.0,Fresher (0 yrs)
structural engineer,4 to 15 Years,Apia,Temporary,Small,MBA,77000.0,Mid (3-5 yrs)
tax consultant,0 to 13 Years,Noumea,Temporary,Large,B.Com,75500.0,Fresher (0 yrs)
family lawyer,2 to 11 Years,Manila,Intern,Large,PhD,83500.0,Junior (1-2 yrs)
aerospace engineer,0 to 8 Years,Kathmandu,Temporary,Enterprise,M.Com,82500.0,Fresher (0 yrs)
environmental consultant,1 to 15 Years,Addis Ababa,Part-Time,Medium,BA,80000.0,Junior (1-2 yrs)
family nurse practitioner,1 to 9 Years,Kingston,Intern,Small,BA,86500.0,Junior (1-2 yrs)
art teacher,5 to 8 Years,Ouagadougou,Temporary,Large,PhD,72500.0,Mid (3-5 yrs)
pediatrician,2 to 10 Years,Nicosia,Intern,Large,PhD,90500.0,Junior (1-2 yrs)
ux/ui designer,3 to 13 Years,Male,Contract,Large,PhD,94500.0,Mid (3-5 yrs)
email marketing specialist,4 to 10 Years,"Capitol Hill, Saipan",Contract,Small,BA,76500.0,Mid (3-5 yrs)
architect,0 to 14 Years,Quito,Temporary,Small,PhD,75500.0,Fresher (0 yrs)
investment advisor,0 to 14 Years,Bangui,Contract,Small,MBA,74000.0,Fresher (0 yrs)
landscape designer,4 to 14 Years,Lima,Contract,Enterprise,MBA,69500.0,Mid (3-5 yrs)
network engineer,3 to 12 Years,City of Baghdad,Temporary,Medium,BA,77500.0,Mid (3-5 yrs)
psychologist,2 to 15 Years,Oranjestad,Part-Time,Medium,MCA,73500.0,Junior (1-2 yrs)
research scientist,1 to 9 Years,Mogadishu,Full-Time,Large,BBA,81000.0,Junior (1-2 yrs)
data analyst,3 to 13 Years,Nuku?alofa,Intern,Small,B.Com,95500.0,Mid (3-5 yrs)
legal secretary,4 to 8 Years,Willemstad,Temporary,Small,PhD,95000.0,Mid (3-5 yrs)
sales representative,0 to 13 Years,Ngerulmud,Intern,Large,B.Com,80500.0,Fresher (0 yrs)
paralegal,1 to 9 Years,Philipsburg,Part-Time,Large,BA,87000.0,Junior (1-2 yrs)
marketing manager,2 to 10 Years,Athens,Temporary,Enterprise,PhD,82500.0,Junior (1-2 yrs)
litigation attorney,3 to 15 Years,Nuuk,Part-Time,Enterprise,B.Com,91000.0,Mid (3-5 yrs)
electrical engineer,4 to 11 Years,Oslo,Intern,Small,MBA,80500.0,Mid (3-5 yrs)
digital marketing specialist,0 to 12 Years,Charlotte Amalie,Intern,Enterprise,BCA,73500.0,Fresher (0 yrs)
business analyst,2 to 12 Years,Paris,Intern,Large,B.Tech,72000.0,Junior (1-2 yrs)
brand ambassador,3 to 8 Years,Kigali,Part-Time,Medium,M.Com,75000.0,Mid (3-5 yrs)
accountant,1 to 8 Years,Libreville,Contract,Enterprise,M.Tech,88500.0,Junior (1-2 yrs)
structural engineer,0 to 15 Years,Guatemala City,Intern,Enterprise,BA,95000.0,Fresher (0 yrs)
network engineer,4 to 8 Years,Lisbon,Temporary,Enterprise,BA,75000.0,Mid (3-5 yrs)
public relations specialist,4 to 14 Years,Berlin,Temporary,Large,MCA,78000.0,Mid (3-5 yrs)
copywriter,0 to 12 Years,Bissau,Part-Time,Small,MCA,72000.0,Fresher (0 yrs)
supply chain manager,1 to 14 Years,Lilongwe,Part-Time,Large,PhD,81500.0,Junior (1-2 yrs)
sem specialist,4 to 14 Years,Djibouti (city),Intern,Medium,BBA,77000.0,Mid (3-5 yrs)
product designer,0 to 10 Years,Nuku?alofa,Intern,Medium,MCA,88500.0,Fresher (0 yrs)
systems administrator,5 to 14 Years,Accra,Temporary,Medium,BCA,74500.0,Mid (3-5 yrs)
data analyst,5 to 14 Years,Tegucigalpa,Full-Time,Large,M.Com,91000.0,Mid (3-5 yrs)
network technician,0 to 8 Years,Kabul,Part-Time,Enterprise,M.Tech,74000.0,Fresher (0 yrs)
investment banker,5 to 15 Years,Warsaw,Temporary,Large,MBA,76000.0,Mid (3-5 yrs)
urban planner,5 to 12 Years,Paramaribo,Part-Time,Small,BBA,89500.0,Mid (3-5 yrs)
pharmaceutical sales representative,1 to 15 Years,Victoria,Part-Time,Large,M.Tech,75000.0,Junior (1-2 yrs)
executive assistant,2 to 13 Years,Islamabad,Full-Time,Large,BCA,79500.0,Junior (1-2 yrs)
network administrator,0 to 11 Years,Brasilia,Intern,Large,M.Com,87000.0,Fresher (0 yrs)
dental hygienist,1 to 12 Years,Dublin,Intern,Medium,BBA,93000.0,Junior (1-2 yrs)
project manager,0 to 12 Years,Quito,Part-Time,Large,M.Tech,81000.0,Fresher (0 yrs)
marketing director,2 to 9 Years,Gaza,Temporary,Large,MCA,80500.0,Junior (1-2 yrs)
supply chain analyst,3 to 11 Years,Abu Dhabi,Contract,Large,M.Com,79500.0,Mid (3-5 yrs)
financial analyst,2 to 10 Years,Mexico City,Temporary,Small,BCA,96000.0,Junior (1-2 yrs)
customer success manager,0 to 12 Years,Tallinn,Full-Time,Enterprise,MBA,84000.0,Fresher (0 yrs)
digital marketing specialist,0 to 12 Years,"Malabo (de jure),",Temporary,Large,M.Com,83500.0,Fresher (0 yrs)
software tester,1 to 9 Years,Antananarivo,Part-Time,Large,B.Com,79500.0,Junior (1-2 yrs)
marketing analyst,0 to 14 Years,Apia,Contract,Large,BA,81500.0,Fresher (0 yrs)
investment banker,2 to 10 Years,Khartoum,Part-Time,Large,BCA,71500.0,Junior (1-2 yrs)
email marketing specialist,1 to 9 Years,Vilnius,Full-Time,Medium,BBA,84000.0,Junior (1-2 yrs)
business analyst,0 to 13 Years,Santo Domingo,Contract,Medium,B.Tech,95000.0,Fresher (0 yrs)
financial controller,1 to 10 Years,Tarawa,Contract,Medium,BCA,89500.0,Junior (1-2 yrs)
data scientist,2 to 12 Years,BogotÃ¡,Temporary,Large,MCA,88500.0,Junior (1-2 yrs)
it support specialist,2 to 9 Years,Bridgetown,Temporary,Small,BBA,91500.0,Junior (1-2 yrs)
software architect,4 to 14 Years,Mbabane,Intern,Large,M.Com,73500.0,Mid (3-5 yrs)
account director,2 to 10 Years,Lusaka,Part-Time,Small,MCA,82000.0,Junior (1-2 yrs)
network technician,2 to 13 Years,Monaco,Intern,Enterprise,M.Tech,72500.0,Junior (1-2 yrs)
wedding planner,0 to 9 Years,Beijing,Contract,Large,B.Com,74000.0,Fresher (0 yrs)
dental hygienist,3 to 10 Years,Nur-Sultan,Full-Time,Large,M.Tech,78500.0,Mid (3-5 yrs)
environmental consultant,2 to 8 Years,Belmopan,Intern,Small,B.Tech,92000.0,Junior (1-2 yrs)
project manager,0 to 12 Years,Santiago,Intern,Large,PhD,92000.0,Fresher (0 yrs)
research scientist,5 to 15 Years,Tunis,Temporary,Large,BBA,88000.0,Mid (3-5 yrs)
tax consultant,2 to 13 Years,Madrid,Contract,Small,B.Tech,85500.0,Junior (1-2 yrs)
sales representative,0 to 9 Years,Vientiane,Contract,Large,BBA,80000.0,Fresher (0 yrs)
psychologist,0 to 13 Years,Brasilia,Temporary,Large,B.Com,96000.0,Fresher (0 yrs)
executive assistant,3 to 14 Years,Guatemala City,Full-Time,Enterprise,MCA,87000.0,Mid (3-5 yrs)
legal assistant,2 to 10 Years,Sarajevo,Part-Time,Medium,M.Tech,94000.0,Junior (1-2 yrs)
dental hygienist,0 to 12 Years,Male,Part-Time,Small,M.Com,92500.0,Fresher (0 yrs)
data entry clerk,5 to 10 Years,Brussels,Full-Time,Small,MBA,94000.0,Mid (3-5 yrs)
data analyst,5 to 8 Years,Ouagadougou,Full-Time,Large,BCA,92000.0,Mid (3-5 yrs)
research scientist,0 to 10 Years,Riga,Part-Time,Large,BA,93500.0,Fresher (0 yrs)
digital marketing specialist,1 to 10 Years,Niamey,Temporary,Small,MBA,82000.0,Junior (1-2 yrs)
marketing manager,1 to 11 Years,Nairobi,Intern,Enterprise,M.Com,76500.0,Junior (1-2 yrs)
environmental consultant,5 to 13 Years,Tarawa,Intern,Large,BA,72500.0,Mid (3-5 yrs)
office manager,4 to 14 Years,Belmopan,Full-Time,Small,M.Tech,89000.0,Mid (3-5 yrs)
nurse manager,4 to 15 Years,Doha,Full-Time,Large,MCA,86000.0,Mid (3-5 yrs)
front-end developer,0 to 8 Years,Tripoli,Temporary,Large,MCA,87500.0,Fresher (0 yrs)
customer service representative,3 to 14 Years,Zagreb,Part-Time,Large,M.Tech,77000.0,Mid (3-5 yrs)
email marketing specialist,3 to 12 Years,Kuwait City,Intern,Medium,B.Tech,76500.0,Mid (3-5 yrs)
ux researcher,4 to 9 Years,Manila,Part-Time,Enterprise,B.Com,94000.0,Mid (3-5 yrs)
executive assistant,5 to 8 Years,Bandar Seri Begawan,Temporary,Enterprise,B.Tech,73500.0,Mid (3-5 yrs)
litigation attorney,1 to 9 Years,Maseru,Contract,Small,MCA,81000.0,Junior (1-2 yrs)
event planner,2 to 10 Years,City of Victoria,Contract,Small,B.Tech,71000.0,Junior (1-2 yrs)
dental hygienist,0 to 11 Years,Nicosia,Part-Time,Medium,M.Com,84500.0,Fresher (0 yrs)
software tester,0 to 13 Years,Ottawa,Part-Time,Medium,MCA,81500.0,Fresher (0 yrs)
customer success manager,4 to 12 Years,Ottawa,Temporary,Medium,BBA,71500.0,Mid (3-5 yrs)
ux/ui designer,5 to 13 Years,Wellington,Part-Time,Large,B.Tech,72500.0,Mid (3-5 yrs)
network engineer,3 to 14 Years,Tokyo,Intern,Large,M.Com,68000.0,Mid (3-5 yrs)
supply chain manager,4 to 10 Years,Budapest,Contract,Medium,BCA,93500.0,Mid (3-5 yrs)
speech therapist,1 to 8 Years,Algiers,Contract,Medium,B.Com,75500.0,Junior (1-2 yrs)
urban planner,4 to 10 Years,San Salvador,Temporary,Large,BA,96000.0,Mid (3-5 yrs)
art teacher,0 to 11 Years,Seoul,Intern,Large,B.Tech,90500.0,Fresher (0 yrs)
marketing analyst,0 to 15 Years,Addis Ababa,Contract,Enterprise,BBA,83500.0,Fresher (0 yrs)
art director,2 to 10 Years,Bridgetown,Temporary,Large,B.Com,92500.0,Junior (1-2 yrs)
electrical designer,1 to 13 Years,Manama,Contract,Large,M.Tech,79500.0,Junior (1-2 yrs)
account executive,3 to 13 Years,Banjul,Full-Time,Small,B.Com,76000.0,Mid (3-5 yrs)
substance abuse counselor,3 to 12 Years,Kyiv (also known as Kiev),Part-Time,Enterprise,B.Tech,92500.0,Mid (3-5 yrs)
hr coordinator,5 to 9 Years,Honiara,Intern,Enterprise,M.Tech,68000.0,Mid (3-5 yrs)
family nurse practitioner,2 to 9 Years,The City of Hamilton,Part-Time,Enterprise,M.Com,81500.0,Junior (1-2 yrs)
event coordinator,3 to 11 Years,Saint John's,Contract,Small,M.Com,73000.0,Mid (3-5 yrs)
purchasing agent,5 to 15 Years,Apia,Part-Time,Small,BBA,92500.0,Mid (3-5 yrs)
network technician,2 to 9 Years,LomÃ©,Intern,Enterprise,MCA,90000.0,Junior (1-2 yrs)
human resources manager,3 to 13 Years,Seoul,Temporary,Large,M.Tech,83000.0,Mid (3-5 yrs)
marketing director,0 to 8 Years,Riyadh,Full-Time,Large,B.Com,84000.0,Fresher (0 yrs)
project manager,1 to 13 Years,Willemstad,Intern,Medium,BA,70000.0,Junior (1-2 yrs)
software tester,4 to 8 Years,Podgorica,Temporary,Large,BCA,87500.0,Mid (3-5 yrs)
mechanical engineer,4 to 13 Years,Ashgabat,Full-Time,Large,M.Tech,87500.0,Mid (3-5 yrs)
front-end engineer,5 to 14 Years,Lusaka,Contract,Small,B.Tech,90000.0,Mid (3-5 yrs)
network administrator,4 to 14 Years,N'Djamena,Intern,Medium,PhD,90500.0,Mid (3-5 yrs)
operations manager,5 to 9 Years,Singapore,Part-Time,Large,BA,89500.0,Mid (3-5 yrs)
operations manager,1 to 8 Years,San Jose,Temporary,Large,M.Com,80500.0,Junior (1-2 yrs)
graphic designer,2 to 12 Years,Cairo,Part-Time,Small,MBA,84000.0,Junior (1-2 yrs)
sales manager,3 to 13 Years,Palikir,Part-Time,Large,BA,86000.0,Mid (3-5 yrs)
architectural designer,2 to 11 Years,Ashgabat,Part-Time,Large,M.Com,87000.0,Junior (1-2 yrs)
procurement specialist,1 to 9 Years,Nur-Sultan,Temporary,Large,MBA,73000.0,Junior (1-2 yrs)
digital marketing specialist,0 to 12 Years,Minsk,Temporary,Enterprise,BBA,78500.0,Fresher (0 yrs)
back-end developer,3 to 14 Years,Monrovia,Full-Time,Medium,BCA,91000.0,Mid (3-5 yrs)
seo specialist,3 to 9 Years,Panama City,Part-Time,Large,BA,78000.0,Mid (3-5 yrs)
copywriter,4 to 9 Years,Tripoli,Part-Time,Enterprise,MBA,86000.0,Mid (3-5 yrs)
customer service representative,2 to 10 Years,Tokyo,Part-Time,Medium,M.Tech,88500.0,Junior (1-2 yrs)
process engineer,3 to 11 Years,Tarawa,Temporary,Enterprise,B.Com,80000.0,Mid (3-5 yrs)
seo specialist,0 to 11 Years,Vilnius,Part-Time,Enterprise,B.Com,87500.0,Fresher (0 yrs)
investment banker,4 to 14 Years,Asmara,Intern,Small,M.Com,70500.0,Mid (3-5 yrs)
brand ambassador,4 to 8 Years,Amman,Full-Time,Medium,BBA,87000.0,Mid (3-5 yrs)
dental hygienist,2 to 15 Years,Skopje,Temporary,Medium,BBA,78500.0,Junior (1-2 yrs)
dental hygienist,5 to 10 Years,Jakarta,Full-Time,Enterprise,B.Tech,91500.0,Mid (3-5 yrs)
procurement coordinator,4 to 10 Years,Sri Jayawardenepura Kotte,Part-Time,Small,BA,86000.0,Mid (3-5 yrs)
data engineer,2 to 10 Years,Roseau,Part-Time,Small,M.Tech,76500.0,Junior (1-2 yrs)
event coordinator,3 to 12 Years,Beijing,Contract,Medium,MBA,71500.0,Mid (3-5 yrs)
marketing director,1 to 13 Years,Zagreb,Intern,Medium,B.Tech,80000.0,Junior (1-2 yrs)
sales representative,0 to 11 Years,Port Moresby,Temporary,Small,BA,77500.0,Fresher (0 yrs)
ux/ui designer,1 to 8 Years,Nicosia,Full-Time,Medium,PhD,90000.0,Junior (1-2 yrs)
personal assistant,5 to 11 Years,Warsaw,Intern,Medium,MBA,92000.0,Mid (3-5 yrs)
ui developer,1 to 9 Years,San Salvador,Part-Time,Small,MBA,90500.0,Junior (1-2 yrs)
network technician,4 to 14 Years,Belgrade,Full-Time,Large,BBA,91500.0,Mid (3-5 yrs)
paralegal,4 to 15 Years,N'Djamena,Temporary,Enterprise,B.Com,68000.0,Mid (3-5 yrs)
ux/ui designer,3 to 9 Years,Cockburn Town,Intern,Enterprise,BCA,74500.0,Mid (3-5 yrs)
social media manager,5 to 13 Years,Bandar Seri Begawan,Full-Time,Large,M.Tech,79000.0,Mid (3-5 yrs)
procurement manager,2 to 12 Years,Ankara,Part-Time,Small,B.Com,84500.0,Junior (1-2 yrs)
business development manager,4 to 10 Years,Dushanbe,Temporary,Enterprise,B.Tech,95000.0,Mid (3-5 yrs)
seo analyst,3 to 15 Years,Maseru,Part-Time,Medium,B.Tech,93500.0,Mid (3-5 yrs)
hr coordinator,1 to 8 Years,Gaza,Part-Time,Large,B.Com,72000.0,Junior (1-2 yrs)
mechanical designer,4 to 8 Years,City of Baghdad,Temporary,Large,M.Com,80000.0,Mid (3-5 yrs)
web designer,2 to 11 Years,Bandar Seri Begawan,Temporary,Large,BCA,81000.0,Junior (1-2 yrs)
it support specialist,5 to 15 Years,Ashgabat,Part-Time,Medium,M.Tech,74500.0,Mid (3-5 yrs)
mechanical engineer,3 to 14 Years,"Malabo (de jure),",Intern,Small,BCA,70500.0,Mid (3-5 yrs)
ux/ui designer,3 to 11 Years,Marigot,Contract,Enterprise,M.Com,82000.0,Mid (3-5 yrs)
event planner,5 to 15 Years,Vienna,Contract,Medium,BA,87500.0,Mid (3-5 yrs)
qa analyst,1 to 15 Years,Kinshasa,Temporary,Medium,B.Tech,74000.0,Junior (1-2 yrs)
content writer,1 to 9 Years,Douglas,Full-Time,Large,BCA,94000.0,Junior (1-2 yrs)
civil engineer,1 to 9 Years,Nairobi,Intern,Large,M.Tech,91500.0,Junior (1-2 yrs)
network analyst,4 to 8 Years,Khartoum,Part-Time,Small,M.Com,89000.0,Mid (3-5 yrs)
art teacher,4 to 12 Years,City of Baghdad,Contract,Medium,B.Tech,71000.0,Mid (3-5 yrs)
teacher,1 to 15 Years,Gaborone,Intern,Small,PhD,76500.0,Junior (1-2 yrs)
project manager,4 to 13 Years,Andorra la Vella,Full-Time,Medium,MBA,68000.0,Mid (3-5 yrs)
network engineer,1 to 12 Years,Tunis,Temporary,Large,BCA,77500.0,Junior (1-2 yrs)
physical therapist,3 to 8 Years,Tokyo,Temporary,Medium,MCA,73000.0,Mid (3-5 yrs)
nurse practitioner,3 to 13 Years,Tegucigalpa,Full-Time,Small,B.Com,72000.0,Mid (3-5 yrs)
digital marketing specialist,4 to 10 Years,Majuro,Contract,Large,BA,74000.0,Mid (3-5 yrs)
graphic designer,5 to 9 Years,Podgorica,Part-Time,Medium,BCA,78500.0,Mid (3-5 yrs)
digital marketing specialist,3 to 9 Years,Saint George's,Contract,Small,MCA,91500.0,Mid (3-5 yrs)
web designer,1 to 10 Years,Tashkent,Contract,Enterprise,MBA,75000.0,Junior (1-2 yrs)
office manager,3 to 15 Years,Cairo,Full-Time,Large,MCA,85500.0,Mid (3-5 yrs)
investment analyst,3 to 11 Years,Yamoussoukro,Temporary,Small,PhD,83000.0,Mid (3-5 yrs)
legal assistant,2 to 12 Years,Jakarta,Part-Time,Large,B.Com,80000.0,Junior (1-2 yrs)
software engineer,5 to 14 Years,Victoria,Contract,Small,BCA,92000.0,Mid (3-5 yrs)
landscape designer,4 to 9 Years,BogotÃ¡,Part-Time,Small,MBA,83500.0,Mid (3-5 yrs)
event planner,2 to 15 Years,Dili,Intern,Medium,MCA,73000.0,Junior (1-2 yrs)
software architect,5 to 12 Years,Macao,Intern,Enterprise,BBA,92000.0,Mid (3-5 yrs)
pediatrician,0 to 12 Years,Bern,Full-Time,Medium,BCA,73500.0,Fresher (0 yrs)
mechanical engineer,4 to 10 Years,Ngerulmud,Part-Time,Large,BCA,81500.0,Mid (3-5 yrs)
family lawyer,5 to 15 Years,Santo Domingo,Full-Time,Enterprise,M.Tech,75000.0,Mid (3-5 yrs)
software engineer,2 to 11 Years,Berlin,Contract,Small,PhD,84500.0,Junior (1-2 yrs)
wedding planner,4 to 14 Years,Sanaa,Part-Time,Medium,BA,79500.0,Mid (3-5 yrs)
marketing specialist,0 to 11 Years,Minsk,Part-Time,Medium,BA,90500.0,Fresher (0 yrs)
ui developer,4 to 9 Years,Bangkok,Intern,Large,PhD,72000.0,Mid (3-5 yrs)
systems analyst,5 to 9 Years,Amman,Temporary,Medium,PhD,87000.0,Mid (3-5 yrs)
software engineer,1 to 11 Years,Riyadh,Part-Time,Enterprise,B.Com,77500.0,Junior (1-2 yrs)
executive assistant,5 to 13 Years,Santiago,Intern,Enterprise,BA,91500.0,Mid (3-5 yrs)
civil engineer,5 to 8 Years,Bratislava,Full-Time,Small,M.Com,71000.0,Mid (3-5 yrs)
marketing specialist,5 to 11 Years,Brasilia,Temporary,Medium,M.Tech,92000.0,Mid (3-5 yrs)
data engineer,3 to 13 Years,Kingstown,Temporary,Large,B.Com,91500.0,Mid (3-5 yrs)
civil engineer,0 to 15 Years,Santiago,Temporary,Large,BA,79000.0,Fresher (0 yrs)
data analyst,0 to 15 Years,Dhaka,Temporary,Medium,BA,91000.0,Fresher (0 yrs)
data engineer,1 to 14 Years,Yaounde,Full-Time,Small,B.Com,74500.0,Junior (1-2 yrs)
product manager,2 to 8 Years,Prague,Part-Time,Enterprise,PhD,90500.0,Junior (1-2 yrs)
digital marketing specialist,5 to 14 Years,Athens,Intern,Large,BBA,91000.0,Mid (3-5 yrs)
software tester,4 to 10 Years,Beirut,Full-Time,Medium,PhD,94500.0,Mid (3-5 yrs)
event planner,1 to 11 Years,Sofia,Intern,Enterprise,B.Com,94000.0,Junior (1-2 yrs)
executive assistant,4 to 11 Years,Managua,Temporary,Large,BBA,76500.0,Mid (3-5 yrs)
back-end developer,0 to 9 Years,Dili,Contract,Enterprise,BBA,89500.0,Fresher (0 yrs)
occupational therapist,0 to 11 Years,Willemstad,Full-Time,Small,BCA,93500.0,Fresher (0 yrs)
procurement manager,2 to 14 Years,Dhaka,Temporary,Enterprise,BBA,81000.0,Junior (1-2 yrs)
sales representative,2 to 15 Years,Dili,Part-Time,Enterprise,BBA,80000.0,Junior (1-2 yrs)
social media manager,5 to 13 Years,Oslo,Full-Time,Large,PhD,89500.0,Mid (3-5 yrs)
social media manager,0 to 10 Years,Ottawa,Contract,Small,BA,86500.0,Fresher (0 yrs)
legal advisor,0 to 9 Years,San Juan,Temporary,Enterprise,MBA,81500.0,Fresher (0 yrs)
customer success manager,5 to 10 Years,Castries,Temporary,Medium,BBA,79000.0,Mid (3-5 yrs)
speech therapist,1 to 12 Years,Maputo,Full-Time,Medium,M.Tech,92500.0,Junior (1-2 yrs)
research analyst,2 to 8 Years,Havana,Part-Time,Large,MBA,70000.0,Junior (1-2 yrs)
content writer,4 to 15 Years,Male,Intern,Medium,PhD,83500.0,Mid (3-5 yrs)
procurement specialist,4 to 13 Years,"Malabo (de jure),",Contract,Medium,PhD,78500.0,Mid (3-5 yrs)
tax consultant,1 to 11 Years,Bratislava,Temporary,Small,PhD,87000.0,Junior (1-2 yrs)
ux/ui designer,4 to 14 Years,Khartoum,Contract,Medium,B.Com,93000.0,Mid (3-5 yrs)
aerospace engineer,5 to 12 Years,Dili,Intern,Small,B.Com,83000.0,Mid (3-5 yrs)
network administrator,4 to 12 Years,Cockburn Town,Contract,Medium,BA,77500.0,Mid (3-5 yrs)
architect,2 to 14 Years,Gaborone,Full-Time,Enterprise,PhD,87500.0,Junior (1-2 yrs)
social media manager,3 to 10 Years,Abuja,Contract,Medium,BA,77500.0,Mid (3-5 yrs)
network security specialist,5 to 15 Years,Seoul,Temporary,Small,MBA,88500.0,Mid (3-5 yrs)
project coordinator,5 to 8 Years,Bissau,Full-Time,Small,M.Com,87500.0,Mid (3-5 yrs)
mechanical designer,4 to 11 Years,LomÃ©,Intern,Enterprise,M.Tech,71000.0,Mid (3-5 yrs)
executive assistant,2 to 14 Years,Rome,Intern,Enterprise,BCA,75000.0,Junior (1-2 yrs)
sales representative,1 to 11 Years,Kuwait City,Part-Time,Medium,BCA,76000.0,Junior (1-2 yrs)
architect,0 to 12 Years,Tegucigalpa,Contract,Medium,MCA,90000.0,Fresher (0 yrs)
it support specialist,1 to 10 Years,Ottawa,Contract,Enterprise,BA,84500.0,Junior (1-2 yrs)
chemical engineer,1 to 15 Years,Castries,Contract,Large,BCA,95000.0,Junior (1-2 yrs)
hr manager,5 to 9 Years,Oranjestad,Part-Time,Medium,PhD,86000.0,Mid (3-5 yrs)
office manager,3 to 8 Years,Djibouti (city),Temporary,Small,MBA,81500.0,Mid (3-5 yrs)
software developer,3 to 13 Years,Windhoek,Temporary,Enterprise,PhD,71500.0,Mid (3-5 yrs)
procurement coordinator,5 to 11 Years,Helsinki,Intern,Enterprise,M.Tech,74500.0,Mid (3-5 yrs)
technical writer,1 to 9 Years,Beirut,Full-Time,Medium,BBA,86500.0,Junior (1-2 yrs)
graphic designer,5 to 11 Years,Athens,Temporary,Small,M.Tech,78500.0,Mid (3-5 yrs)
chemical engineer,3 to 13 Years,Gaborone,Part-Time,Small,BA,88500.0,Mid (3-5 yrs)
software engineer,4 to 10 Years,Copenhagen,Contract,Medium,MCA,93500.0,Mid (3-5 yrs)
marketing coordinator,0 to 10 Years,Buenos Aires,Temporary,Medium,BBA,78500.0,Fresher (0 yrs)
investment banker,4 to 9 Years,Palikir,Part-Time,Large,M.Tech,93500.0,Mid (3-5 yrs)
procurement specialist,5 to 10 Years,Paramaribo,Contract,Enterprise,BBA,69000.0,Mid (3-5 yrs)
mechanical engineer,0 to 14 Years,Macao,Contract,Small,BBA,77500.0,Fresher (0 yrs)
sales manager,2 to 11 Years,Tirana,Temporary,Large,BBA,83000.0,Junior (1-2 yrs)
financial advisor,0 to 10 Years,Douglas,Contract,Medium,M.Com,91500.0,Fresher (0 yrs)
dental hygienist,5 to 8 Years,Nur-Sultan,Part-Time,Medium,MBA,88500.0,Mid (3-5 yrs)
data engineer,5 to 8 Years,Rabat,Part-Time,Medium,BA,94000.0,Mid (3-5 yrs)
civil engineer,0 to 11 Years,Sofia,Temporary,Enterprise,M.Tech,92000.0,Fresher (0 yrs)
social media coordinator,5 to 15 Years,Nur-Sultan,Intern,Small,BCA,82000.0,Mid (3-5 yrs)
marketing manager,2 to 11 Years,Maseru,Full-Time,Large,B.Tech,76000.0,Junior (1-2 yrs)
data entry clerk,1 to 13 Years,Mogadishu,Contract,Medium,B.Com,70500.0,Junior (1-2 yrs)
data entry clerk,1 to 9 Years,Majuro,Temporary,Small,PhD,70500.0,Junior (1-2 yrs)
legal advisor,2 to 13 Years,Vienna,Intern,Large,MBA,89000.0,Junior (1-2 yrs)
data scientist,2 to 10 Years,Santo Domingo,Contract,Enterprise,MCA,88000.0,Junior (1-2 yrs)
